form	lemma	POS
"
"	"
"	SPACE
Or	or	CCONJ
,	,	PUNCT
dès	dès	ADP
qu'	que	SCONJ
on	on	PRON
demande	demande	VERB
aux	à	ADP
faits	fait	NOUN
des	de	ADP
indications	indication	NOUN
précises	précis	ADJ
pour	pour	ADP
résoudre	résoudre	VERB
le	le	DET
problème	problème	NOUN
,	,	PUNCT
c'	ce	PRON
est	être	VERB
sur	sur	ADP
le	le	DET
terrain	terrain	NOUN
de	de	ADP
la	le	DET
mémoire	mémoire	NOUN
qu'	qu'	PRON
on	on	PRON
se	se	PRON
trouve	trouve	VERB
transporté	transporté	NOUN
.	.	PUNCT
On	on	PRON
pouvait	pouvoir	VERB
s'	se	PRON
y	y	PRON
attendre	attendre	VERB
,	,	PUNCT
car	car	CCONJ
le	le	DET
souvenir	souvenir	NOUN
,	,	PUNCT
-	-	PUNCT
ainsi	ainsi	ADV
que	que	SCONJ
nous	nous	PRON
essayons	essayer	VERB
de	de	ADP
le	le	PRON
montrer	montrer	VERB
dans	dans	ADP
le	le	DET
présent	présent	ADJ
ouvrage	ouvrage	NOUN
,	,	PUNCT
-	-	PUNCT
représente	représente	VERB
précisément	précisément	ADV
le	le	DET
point	point	NOUN
d'	de	ADP
intersection	intersection	NOUN
entre	entre	ADP
l'	le	DET
esprit	esprit	NOUN
et	et	CCONJ
la	le	DET
matière	matière	NOUN
.	.	PUNCT
Mais	mais	CCONJ
peu	peu	ADV
importe	importe	VERB
la	le	DET
raison	raison	NOUN
:	:	PUNCT
personne	personne	NOUN
ne	ne	ADV
contestera	contester	VERB
,	,	PUNCT
je	je	PRON
crois	croire	VERB
,	,	PUNCT
que	que	ADV
dans	dans	ADP
l'	le	DET
ensemble	ensemble	NOUN
de	de	ADP
faits	fait	NOUN
capables	capable	ADJ
de	de	ADP
jeter	jeter	VERB
quelque	quelque	DET
lumière	lumière	NOUN
sur	sur	ADP
la	le	DET
relation	relation	NOUN
psychophysiologique	psychophysiologique	ADJ
,	,	PUNCT
ceux	celui	PRON
qui	qui	PRON
concernent	concerner	VERB
la	le	DET
mémoire	mémoire	NOUN
,	,	PUNCT
soit	soit	CCONJ
à	à	ADP
l'	le	DET
état	état	NOUN
normal	normal	ADJ
,	,	PUNCT
soit	soit	CCONJ
à	à	ADP
l'	le	DET
état	état	NOUN
pathologique	pathologique	ADJ
,	,	PUNCT
occupent	occuper	VERB
une	un	DET
place	place	NOUN
privilégiée	privilégier	VERB
.	.	PUNCT
Non	non	ADV
seulement	seulement	ADV
les	le	DET
documents	document	NOUN
sont	être	AUX
ici	ici	ADV
d'	de	ADP
une	un	DET
abondance	abondance	NOUN
extrême	extrême	ADJ
(	(	PUNCT
qu'	que	SCONJ
on	on	PRON
songe	songer	VERB
seulement	seulement	ADV
à	à	ADP
la	le	DET
masse	masse	NOUN
formidable	formidable	ADJ
d'	de	ADP
observations	observation	NOUN
recueillies	recueillir	VERB
sur	sur	ADP
les	le	DET
diverses	diverse	NOUN
aphasies	aphasie	NOUN
!	!	PUNCT
)	)	PUNCT
,	,	PUNCT
mais	mais	CCONJ
nulle	nul	ADJ
part	part	NOUN
aussi	aussi	ADV
bien	bien	ADV
qu'	que	SCONJ
ici	ici	ADV
l'	le	DET
anatomie	anatomie	NOUN
,	,	PUNCT
la	le	DET
physiologie	physiologie	NOUN
et	et	CCONJ
la	le	DET
psychologie	psychologie	NOUN
n'	n'	ADV
ont	avoir	AUX
réussi	réussi	ADP
à	à	ADP
se	se	PRON
prêter	prêter	VERB
un	un	DET
mutuel	mutuel	ADJ
appui	appui	NOUN
.	.	PUNCT
À	à	ADP
celui	celui	PRON
qui	qui	PRON
aborde	aborde	VERB
sans	sans	ADP
idée	idée	NOUN
préconçue	préconcevoir	VERB
,	,	PUNCT
sur	sur	ADP
le	le	DET
terrain	terrain	NOUN
des	de	ADP
faits	fait	NOUN
,	,	PUNCT
l'	le	DET
antique	antique	NOUN
problème	problème	NOUN
des	de	ADP
rapports	rapport	NOUN
de	de	ADP
l'	le	DET
âme	âme	NOUN
et	et	CCONJ
du	de	DET
corps	corps	NOUN
,	,	PUNCT
ce	ce	DET
problème	problème	NOUN
apparaît	apparaître	VERB
bien	bien	ADV
vite	vite	ADV
comme	comme	ADP
se	se	PRON
resserrant	resserrer	VERB
autour	autour	ADV
de	de	ADP
la	le	DET
question	question	NOUN
de	de	ADP
la	le	DET
mémoire	mémoire	NOUN
,	,	PUNCT
et	et	CCONJ
même	même	ADV
plus	plus	ADV
spécialement	spécialement	NOUN
de	de	ADP
la	le	DET
mémoire	mémoire	NOUN
des	de	ADP
mots	mot	NOUN
:	:	PUNCT
c'	ce	PRON
est	être	AUX
de	de	ADP
là	là	ADV
,	,	PUNCT
sans	sans	ADP
aucun	aucun	DET
doute	doute	NOUN
,	,	PUNCT
que	que	SCONJ
devra	devoir	VERB
partir	partir	VERB
la	le	DET
lumière	lumière	NOUN
capable	capable	ADJ
d'	de	ADP
éclairer	éclairer	VERB
les	le	DET
côtés	côté	NOUN
plus	plus	ADV
obscurs	obscur	NOUN
du	de	DET
problème	problème	NOUN
.	.	PUNCT
