form	lemma	POS
"
"	"
"	SPACE
Mais	mais	CCONJ
ceci	ceci	PRON
même	même	ADV
nous	nous	PRON
invite	invite	VERB
à	à	ADP
chercher	chercher	VERB
plus	plus	ADV
loin	loin	ADV
et	et	CCONJ
plus	plus	ADV
haut	haut	ADJ
.	.	PUNCT
Nous	nous	PRON
nous	nous	PRON
sommes	être	AUX
amusés	amuser	VERB
jusqu'	jusque	ADP
ici	ici	ADV
à	à	ADP
retrouver	retrouver	VERB
dans	dans	ADP
les	le	DET
jeux	jeu	NOUN
de	de	ADP
l'	le	DET
homme	homme	NOUN
certaines	certain	DET
combinaisons	combinaison	NOUN
mécaniques	mécanique	ADJ
qui	qui	PRON
divertissent	divertir	VERB
l'	le	DET
enfant	enfant	NOUN
.	.	PUNCT
C'	ce	PRON
était	être	AUX
là	là	ADV
une	un	DET
manière	manière	NOUN
empirique	empirique	ADJ
de	de	ADP
procéder	procéder	VERB
.	.	PUNCT
Le	le	DET
moment	moment	NOUN
est	être	AUX
venu	venir	VERB
de	de	ADP
tenter	tenter	VERB
une	un	DET
déduction	déduction	NOUN
méthodique	méthodique	ADJ
et	et	CCONJ
complète	complet	ADJ
,	,	PUNCT
d'	de	ADP
aller	aller	VERB
puiser	puiser	VERB
à	à	ADP
leur	leur	DET
source	source	NOUN
même	même	ADV
,	,	PUNCT
dans	dans	ADP
leur	leur	DET
principe	principe	NOUN
permanent	permanent	ADJ
et	et	CCONJ
simple	simple	ADJ
,	,	PUNCT
les	le	DET
procédés	procédé	NOUN
multiples	multiple	ADJ
et	et	CCONJ
variables	variable	NOUN
du	de	DET
théâtre	théâtre	NOUN
comique	comique	ADJ
.	.	PUNCT
Ce	ce	DET
théâtre	théâtre	NOUN
,	,	PUNCT
disions	dision	NOUN
-nous	nous	PRON
,	,	PUNCT
combine	combine	VERB
les	le	DET
événements	événement	NOUN
de	de	ADP
manière	manière	NOUN
à	à	ADP
insinuer	insinuer	VERB
un	un	DET
mécanisme	mécanisme	NOUN
dans	dans	ADP
les	le	DET
formes	forme	NOUN
extérieures	extérieur	ADJ
de	de	ADP
la	le	DET
vie	vie	NOUN
.	.	PUNCT
Déterminons	déterminon	NOUN
donc	donc	ADV
les	le	DET
caractères	caractère	NOUN
essentiels	essentiels	VERB
par	par	ADP
lesquels	lequel	PRON
la	le	DET
vie	vie	NOUN
,	,	PUNCT
envisagée	envisager	VERB
du	de	DET
dehors	dehors	ADP
,	,	PUNCT
parait	parer	VERB
trancher	trancher	VERB
sur	sur	ADP
un	un	DET
simple	simple	ADJ
mécanisme	mécanisme	NOUN
.	.	PUNCT
Il	il	PRON
nous	nous	PRON
suffira	suffire	VERB
alors	alors	ADV
de	de	ADP
passer	passer	VERB
aux	à	ADP
caractères	caractère	NOUN
opposés	opposer	ADJ
pour	pour	ADP
obtenir	obtenir	VERB
la	le	DET
formule	formule	NOUN
abstraite	abstraire	VERB
,	,	PUNCT
cette	ce	DET
fois	fois	NOUN
générale	général	ADJ
et	et	CCONJ
complète	complet	ADJ
,	,	PUNCT
des	un	DET
procédés	procédé	NOUN
de	de	ADP
comédie	comédie	NOUN
réels	réel	ADJ
et	et	CCONJ
possibles	possible	ADJ
.	.	PUNCT
