form	lemma	POS
"
"	"
"	SPACE
La	le	DET
plus	plus	ADV
générale	général	ADJ
de	de	ADP
ces	ce	DET
oppositions	opposition	NOUN
serait	être	AUX
peut-être	peut-être	ADV
celle	celui	PRON
du	de	DET
réel	réel	NOUN
à	à	ADP
l'	le	DET
idéal	idéal	NOUN
,	,	PUNCT
de	de	ADP
ce	ce	PRON
qui	qui	PRON
est	être	AUX
à	à	ADP
ce	ce	PRON
qui	qui	PRON
devrait	devoir	VERB
être	être	AUX
.	.	PUNCT
Ici	ici	ADV
encore	encore	ADV
la	le	DET
transposition	transposition	NOUN
pourra	pouvoir	VERB
se	se	PRON
faire	faire	VERB
dans	dans	ADP
les	le	DET
deux	deux	NUM
directions	direction	NOUN
inverses	inverse	ADJ
.	.	PUNCT
Tantôt	tantôt	CCONJ
on	on	PRON
énoncera	énoncer	VERB
ce	ce	PRON
qui	qui	PRON
devrait	devoir	VERB
être	être	AUX
en	en	ADP
feignant	feindre	VERB
de	de	ADP
croire	croire	VERB
que	que	SCONJ
c'	ce	PRON
est	être	AUX
précisément	précisément	ADV
ce	ce	PRON
qui	qui	PRON
est	être	VERB
:	:	PUNCT
en	en	ADP
cela	cela	PRON
consiste	consiste	VERB
l'	le	DET
ironie	ironie	NOUN
.	.	PUNCT
Tantôt	tantôt	CCONJ
,	,	PUNCT
au	au	DET
contraire	contraire	NOUN
,	,	PUNCT
on	on	PRON
décrira	décrire	VERB
minutieusement	minutieusement	ADV
et	et	CCONJ
méticuleusement	méticuleusement	ADV
ce	ce	PRON
qui	qui	PRON
est	être	VERB
,	,	PUNCT
en	en	ADP
affectant	affecter	VERB
de	de	ADP
croire	croire	VERB
que	que	SCONJ
c'	ce	PRON
est	être	AUX
bien	bien	ADV
là	là	ADV
ce	ce	PRON
que	que	PRON
les	le	DET
choses	chose	NOUN
devraient	devoir	VERB
être	être	AUX
:	:	PUNCT
ainsi	ainsi	ADV
procède	procède	NOUN
souvent	souvent	ADV
l'	le	DET
humour	humour	NOUN
.	.	PUNCT
L'	le	DET
humour	humour	NOUN
,	,	PUNCT
ainsi	ainsi	ADV
définie	définie	NOUN
,	,	PUNCT
est	être	AUX
l'	le	DET
inverse	inverse	NOUN
de	de	ADP
l'	le	DET
ironie	ironie	NOUN
.	.	PUNCT
Elles	lui	PRON
sont	être	AUX
,	,	PUNCT
l'	le	DET
une	un	PRON
et	et	CCONJ
l'	le	DET
autre	autre	PRON
,	,	PUNCT
des	un	DET
formes	forme	NOUN
de	de	ADP
la	le	DET
satire	satire	NOUN
,	,	PUNCT
mais	mais	CCONJ
l'	le	DET
ironie	ironie	NOUN
est	être	AUX
de	de	ADP
nature	nature	NOUN
oratoire	oratoire	NOUN
,	,	PUNCT
tandis	tandis	ADV
que	que	SCONJ
l'	le	DET
humour	humour	NOUN
a	avoir	AUX
quelque	quelque	DET
chose	chose	NOUN
de	de	ADP
plus	plus	ADV
scientifique	scientifique	ADJ
.	.	PUNCT
On	on	PRON
accentue	accentue	VERB
l'	le	DET
ironie	ironie	NOUN
en	en	ADP
se	se	PRON
laissant	laisser	VERB
soulever	soulever	VERB
de	de	ADP
plus	plus	ADV
en	en	ADP
plus	plus	ADV
haut	haut	ADJ
par	par	ADP
l'	le	DET
idée	idée	NOUN
du	de	DET
bien	bien	NOUN
qui	qui	PRON
devrait	devoir	VERB
être	être	AUX
:	:	PUNCT
c'	ce	PRON
est	être	VERB
pourquoi	pourquoi	ADV
l'	le	DET
ironie	ironie	NOUN
peut	pouvoir	VERB
s'	se	PRON
échauffer	échauffer	VERB
intérieurement	intérieurement	ADV
jusqu'	jusque	ADP
à	à	ADP
devenir	devenir	VERB
,	,	PUNCT
en	en	ADP
quelque	quelque	DET
sorte	sorte	NOUN
,	,	PUNCT
de	de	ADP
l'	le	DET
éloquence	éloquence	NOUN
sous	sous	ADP
pression	pression	NOUN
.	.	PUNCT
On	on	PRON
accentue	accentue	VERB
l'	le	DET
humour	humour	NOUN
,	,	PUNCT
au	au	DET
contraire	contraire	NOUN
,	,	PUNCT
en	en	ADP
descendant	descendre	VERB
de	de	ADP
plus	plus	ADV
en	en	ADP
plus	plus	ADV
bas	bas	ADJ
à	à	ADP
l'	le	DET
intérieur	intérieur	NOUN
du	de	DET
mal	mal	NOUN
qui	qui	PRON
est	être	VERB
,	,	PUNCT
pour	pour	ADP
en	en	PRON
noter	noter	VERB
les	le	DET
particularités	particularité	NOUN
avec	avec	ADP
une	un	DET
plus	plus	ADV
froide	froid	ADJ
indifférence	indifférence	NOUN
.	.	PUNCT
Plusieurs	plusieurs	DET
auteurs	auteur	NOUN
,	,	PUNCT
Jean-Paul	Jean-Paul	PROPN
entre	entre	ADP
autres	autre	ADJ
,	,	PUNCT
ont	avoir	AUX
remarqué	remarquer	VERB
que	que	SCONJ
l'	le	DET
humour	humour	NOUN
affectionne	affectionne	VERB
les	le	DET
termes	terme	NOUN
concrets	concret	ADJ
,	,	PUNCT
les	le	DET
détails	détail	NOUN
techniques	technique	ADJ
,	,	PUNCT
les	le	DET
faits	fait	NOUN
précis	précis	ADJ
.	.	PUNCT
Si	si	SCONJ
notre	notre	DET
analyse	analyse	NOUN
est	être	AUX
exacte	exact	ADJ
,	,	PUNCT
ce	ce	PRON
n'	n'	ADV
est	être	AUX
pas	pas	ADV
là	là	ADV
un	un	DET
