form	lemma	POS
"
"	"
"	SPACE
Il	il	PRON
y	y	PRON
a	avoir	VERB
des	un	DET
états	état	NOUN
d'	de	ADP
âme	âme	NOUN
,	,	PUNCT
disions	dision	NOUN
-nous	nous	PRON
,	,	PUNCT
dont	dont	PRON
on	on	PRON
s'	se	PRON
émeut	émouvoir	VERB
dès	dès	ADP
qu'	que	SCONJ
on	on	PRON
les	le	PRON
connaît	connaître	VERB
,	,	PUNCT
des	un	DET
joies	joie	NOUN
et	et	CCONJ
des	de	ADP
tristesses	tristesse	NOUN
avec	avec	ADP
lesquelles	lequel	PRON
on	on	PRON
sympathise	sympathise	VERB
,	,	PUNCT
des	un	DET
passions	passion	NOUN
et	et	CCONJ
des	de	ADP
vices	vice	NOUN
qui	qui	PRON
provoquent	provoquer	VERB
l'	le	DET
étonnement	étonnement	NOUN
douloureux	douloureux	ADJ
,	,	PUNCT
ou	ou	CCONJ
la	le	DET
terreur	terreur	NOUN
,	,	PUNCT
ou	ou	CCONJ
la	le	DET
pitié	pitié	NOUN
chez	chez	ADP
ceux	celui	PRON
qui	qui	PRON
les	le	PRON
contemplent	contempler	VERB
,	,	PUNCT
enfin	enfin	ADV
des	un	DET
sentiments	sentiment	NOUN
qui	qui	PRON
se	se	PRON
prolongent	prolonger	VERB
d'	de	ADP
âme	âme	NOUN
en	en	ADP
âme	âme	NOUN
par	par	ADP
des	un	DET
résonances	résonance	NOUN
sentimentales	sentimental	ADJ
.	.	PUNCT
Tout	tout	DET
cela	cela	PRON
intéresse	intéresse	VERB
l'	le	DET
essentiel	essentiel	NOUN
de	de	ADP
la	le	DET
vie	vie	NOUN
.	.	PUNCT
Tout	tout	DET
cela	cela	PRON
est	être	AUX
sérieux	sérieux	ADJ
,	,	PUNCT
parfois	parfois	ADV
même	même	ADV
tragique	tragique	ADJ
.	.	PUNCT
Où	où	ADV
la	le	DET
personne	personne	NOUN
d'	de	ADP
autrui	autrui	NOUN
cesse	cess	ADJ
de	de	ADP
nous	nous	PRON
émouvoir	émouvoir	VERB
,	,	PUNCT
là	là	ADV
seulement	seulement	ADV
peut	pouvoir	VERB
commencer	commencer	VERB
la	le	DET
comédie	comédie	NOUN
.	.	PUNCT
Et	et	CCONJ
elle	lui	PRON
commence	commencer	VERB
avec	avec	ADP
ce	ce	PRON
qui	qui	PRON
-on	on	PRON
pourrait	pouvoir	VERB
appeler	appeler	VERB
le	le	DET
raidissement	raidissement	NOUN
contre	contre	ADP
la	le	DET
vie	vie	NOUN
sociale	social	ADJ
.	.	PUNCT
Est	être	AUX
comique	comique	ADJ
le	le	DET
personnage	personnage	NOUN
qui	qui	PRON
suit	suivre	VERB
automatiquement	automatiquemer	VERB
son	son	DET
chemin	chemin	NOUN
sans	sans	ADP
se	se	PRON
soucier	soucier	VERB
de	de	ADP
prendre	prendre	VERB
contact	contact	NOUN
avec	avec	ADP
les	le	DET
autres	autre	ADJ
.	.	PUNCT
Le	le	DET
rire	rire	NOUN
est	être	AUX
là	là	ADV
pour	pour	ADP
corriger	corriger	VERB
sa	son	DET
distraction	distraction	NOUN
et	et	CCONJ
pour	pour	ADP
le	le	DET
tirer	tirer	VERB
de	de	ADP
son	son	DET
rêve	rêve	NOUN
.	.	PUNCT
S'	s'	SCONJ
il	il	PRON
est	être	AUX
permis	permettre	VERB
de	de	ADP
comparer	comparer	VERB
aux	à	ADP
petites	petit	ADJ
choses	chose	NOUN
les	le	DET
grandes	grand	NOUN
,	,	PUNCT
nous	nous	PRON
rappellerons	rappeler	VERB
ici	ici	ADV
ce	ce	PRON
qui	qui	PRON
se	se	PRON
passe	passer	VERB
à	à	ADP
l'	le	DET
entrée	entrée	NOUN
de	de	ADP
nos	notre	DET
Écoles	école	NOUN
.	.	PUNCT
Quand	quand	SCONJ
le	le	DET
candidat	candidat	NOUN
a	avoir	AUX
franchi	franchir	VERB
les	le	DET
redoutables	redoutable	NOUN
épreuves	épreuve	ADJ
de	de	ADP
l'	le	DET
examen	examen	NOUN
,	,	PUNCT
il	il	PRON
lui	lui	PRON
reste	reste	VERB
à	à	ADP
en	en	PRON
affronter	affronter	VERB
d'	d'	DET
autres	autre	ADJ
,	,	PUNCT
celles	celui	PRON
que	que	SCONJ
ses	son	DET
camarades	camarade	NOUN
plus	plus	ADV
anciens	ancien	ADJ
lui	lui	PRON
préparent	préparer	VERB
pour	pour	ADP
le	le	DET
former	former	NOUN
à	à	ADP
la	le	DET
société	société	NOUN
