form	lemma	POS
"
"	"
"	SPACE
Il	il	PRON
est	être	VERB
vrai	vrai	ADJ
que	que	SCONJ
les	le	DET
phrases	phrase	NOUN
ne	ne	ADV
se	se	PRON
font	faire	VERB
pas	pas	ADV
toutes	tout	ADJ
seules	seul	ADJ
,	,	PUNCT
et	et	CCONJ
que	que	SCONJ
si	si	SCONJ
nous	nous	PRON
rions	rire	VERB
d'	de	ADP
elles	lui	PRON
,	,	PUNCT
nous	nous	PRON
pourrons	pouvoir	VERB
rire	rire	VERB
de	de	ADP
leur	leur	DET
auteur	auteur	NOUN
par	par	ADP
la	le	DET
même	même	ADJ
occasion	occasion	NOUN
.	.	PUNCT
Mais	mais	CCONJ
cette	ce	DET
dernière	dernier	ADJ
condition	condition	NOUN
ne	ne	ADV
sera	être	AUX
pas	pas	ADV
indispensable	indispensable	ADJ
.	.	PUNCT
La	le	DET
phrase	phrase	NOUN
,	,	PUNCT
le	le	DET
mot	mot	NOUN
auront	avoir	VERB
ici	ici	ADV
une	un	DET
force	force	NOUN
comique	comique	ADJ
indépendante	indépendant	ADJ
.	.	PUNCT
Et	et	CCONJ
la	le	DET
preuve	preuve	NOUN
en	en	ADP
est	être	VERB
que	que	SCONJ
nous	nous	PRON
serons	être	VERB
embarrassés	embarrasser	VERB
,	,	PUNCT
dans	dans	ADP
la	le	DET
plupart	plupart	NOUN
des	de	ADP
cas	cas	NOUN
,	,	PUNCT
pour	pour	ADP
dire	dire	VERB
de	de	ADP
qui	qui	PRON
nous	nous	PRON
rions	rire	VERB
,	,	PUNCT
bien	bien	ADV
que	que	SCONJ
nous	nous	PRON
sentions	sentir	VERB
confusément	confusément	AUX
parfois	parfois	ADV
qu'	que	SCONJ
il	il	PRON
y	y	PRON
a	avoir	VERB
quelqu'	quelque	DET
un	un	DET
en	en	ADP
cause	cause	NOUN
.	.	PUNCT
