form	lemma	POS
"
"	"
"	SPACE
Dans	dans	ADP
un	un	DET
intéressant	intéressant	ADJ
article	article	NOUN
de	de	ADP
la	le	DET
Revue	revue	NOUN
du	de	DET
Mois	Mois	PROPN
,	,	PUNCT
M.	monsieur	NOUN
Yves	Yves	PROPN
Delage	Delage	PROPN
opposait	opposer	VERB
à	à	ADP
notre	notre	DET
conception	conception	NOUN
du	de	DET
comique	comique	NOUN
la	le	DET
définition	définition	NOUN
à	à	ADP
laquelle	lequel	PRON
il	il	PRON
s'	se	PRON
était	être	AUX
arrêté	arrêter	VERB
lui-même	lui-même	PRON
:	:	PUNCT
""""	""""	PUNCT
Pour	pour	ADP
qu'	que	SCONJ
une	un	DET
chose	chose	NOUN
soit	être	AUX
comique	comique	ADJ
,	,	PUNCT
disait	dire	VERB
-il	il	PRON
,	,	PUNCT
il	il	PRON
faut	falloir	VERB
qu'	que	SCONJ
entre	entre	ADP
l'	le	DET
effet	effet	NOUN
et	et	CCONJ
la	le	DET
cause	cause	NOUN
il	il	PRON
y	y	PRON
ait	avoir	AUX
désharmonie	désharmonie	NOUN
.	.	PUNCT
""""	""""	PUNCT
Comme	comme	ADP
la	le	DET
méthode	méthode	NOUN
qui	qui	PRON
a	avoir	AUX
conduit	conduire	VERB
M.	monsieur	NOUN
Delage	Delage	PROPN
à	à	ADP
cette	ce	DET
définition	définition	NOUN
est	être	AUX
celle	celle	VERB
que	que	SCONJ
la	le	DET
plupart	plupart	NOUN
des	de	ADP
théoriciens	théoricien	NOUN
du	de	DET
comique	comique	NOUN
ont	avoir	AUX
suivie	suivre	VERB
,	,	PUNCT
il	il	PRON
ne	ne	ADV
sera	être	AUX
pas	pas	ADV
inutile	inutile	ADJ
de	de	ADP
montrer	montrer	VERB
par	par	ADP
où	où	PRON
la	le	DET
nôtre	nôtre	NOUN
en	en	ADP
diffère	diffère	NOUN
.	.	PUNCT
Nous	nous	PRON
reproduirons	reproduire	VERB
donc	donc	ADV
l'	le	DET
essentiel	essentiel	NOUN
de	de	ADP
la	le	DET
réponse	réponse	NOUN
que	que	PRON
nous	nous	PRON
publiâmes	publier	VERB
dans	dans	ADP
la	le	DET
même	même	ADJ
revue	revue	NOUN
:	:	PUNCT
